Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN8397,Customer_8497,Female,Yes,3,Not Graduate,Yes,9703,11526,Yes,108,180,Unknown,1,Rural,Y
LN8398,Customer_8498,Male,No,1,Graduate,No,54754,2139,Yes,622,360,Unknown,0,Urban,Y
LN8399,Customer_8499,Other,Yes,0,Not Graduate,Yes,72966,28425,Yes,455,60,Unknown,1,Semiurban,Y
LN8400,Customer_8500,Female,No,1,Graduate,Yes,40621,43343,Yes,536,180,Yes,1,Rural,Y
LN8401,Customer_8501,Male,Yes,0,Not Graduate,No,37936,48038,Yes,332,240,Unknown,0,Rural,Y
LN8402,Customer_8502,Female,Yes,1,Graduate,Yes,33439,41273,Yes,505,60,Unknown,1,Rural,N
LN8403,Customer_8503,Female,No,1,Not Graduate,No,53460,2649,Yes,271,60,Unknown,1,Urban,Y
LN8404,Customer_8504,Male,Yes,2,Graduate,Yes,62469,42849,Yes,651,60,No,0,Semiurban,Y
LN8405,Customer_8505,Male,Yes,0,Graduate,No,70129,39821,Yes,576,180,Unknown,0,Semiurban,N
LN8406,Customer_8506,Male,No,3,Graduate,No,18941,1489,Yes,234,240,Unknown,1,Rural,N
LN8407,Customer_8507,Female,Yes,2,Not Graduate,No,27267,34432,Yes,90,240,Unknown,1,Semiurban,Y
LN8408,Customer_8508,Female,No,3,Graduate,Yes,783130,48528,Yes,478,120,Unknown,1,Urban,Y
LN8409,Customer_8509,Other,Yes,1,Not Graduate,Yes,58590,43568,Yes,299,60,No,0,Urban,N
LN8410,Customer_8510,Female,Yes,2,Graduate,No,42876,35300,Yes,534,60,Yes,0,Semiurban,N
LN8411,Customer_8511,Male,Yes,1,Not Graduate,Yes,33507,17039,Yes,279,300,Unknown,1,Urban,Y
LN8412,Customer_8512,Female,Yes,0,Not Graduate,No,29057,3718,Yes,657,60,Unknown,0,Rural,N
LN8413,Customer_8513,Other,No,0,Graduate,No,65468,20366,Yes,53,120,No,1,Rural,Y
LN8414,Customer_8514,Other,No,3,Graduate,No,66180,7444,Yes,498,120,Unknown,1,Rural,Y
LN8415,Customer_8515,Male,No,0,Not Graduate,No,72065,6209,Yes,560,240,Unknown,1,Urban,Y
LN8416,Customer_8516,Male,Yes,3,Graduate,No,17584,7866,Yes,566,300,Yes,0,Rural,N
LN8417,Customer_8517,Other,Yes,1,Not Graduate,No,60778,36783,Yes,95,240,No,0,Semiurban,N
LN8418,Customer_8518,Other,No,2,Not Graduate,No,25632,22360,Yes,380,60,Unknown,1,Urban,Y
LN8419,Customer_8519,Other,No,0,Not Graduate,Yes,21673,543520,Yes,175,300,Unknown,0,Semiurban,Y
LN8420,Customer_8520,Male,No,1,Not Graduate,Yes,6343,6611,Yes,186,180,Unknown,0,Rural,N
LN8421,Customer_8521,Other,No,2,Not Graduate,Yes,21950,29105,Yes,697,240,Unknown,1,Urban,N
LN8422,Customer_8522,Other,Yes,1,Not Graduate,Yes,24547,8329,Yes,238,120,Unknown,0,Urban,N
LN8423,Customer_8523,Male,No,3,Not Graduate,Yes,56027,44023,Yes,192,240,Yes,0,Semiurban,N
LN8424,Customer_8524,Female,Yes,1,Not Graduate,Yes,67091,33843,Yes,634,360,Unknown,0,Semiurban,N
LN8425,Customer_8525,Female,No,3,Not Graduate,No,50531,34243,Yes,475,360,No,0,Semiurban,Y
LN8426,Customer_8526,Other,Yes,3,Graduate,Yes,44227,29853,Yes,227,360,Unknown,0,Semiurban,N
LN8427,Customer_8527,Female,No,0,Not Graduate,No,50683,39713,Yes,399,120,Unknown,1,Urban,Y
LN8428,Customer_8528,Female,No,3,Not Graduate,Yes,59171,37725,Yes,526,120,Unknown,1,Rural,Y
LN8429,Customer_8529,Female,Yes,3,Not Graduate,No,13390,44373,Yes,484,360,Yes,0,Semiurban,N
LN8430,Customer_8530,Female,Yes,1,Graduate,Yes,14879,20288,Yes,275,60,Yes,1,Urban,Y
LN8431,Customer_8531,Other,No,3,Graduate,Yes,17935,13627,Yes,327,120,Yes,0,Semiurban,N
LN8432,Customer_8532,Female,Yes,3,Graduate,Yes,56629,28807,No,143,60,Unknown,1,Rural,Y
LN8433,Customer_8533,Female,No,1,Graduate,Yes,35574,44106,Yes,379,120,Unknown,0,Rural,Y
LN8434,Customer_8534,Male,Yes,2,Graduate,Yes,52666,448,Yes,499,120,Unknown,1,Semiurban,Y
LN8435,Customer_8535,Other,No,0,Graduate,No,31507,68,Yes,527,360,Unknown,1,Semiurban,N
LN8436,Customer_8536,Male,No,1,Not Graduate,No,51555,23480,Yes,625,180,Unknown,1,Urban,Y
LN8437,Customer_8537,Male,No,3,Graduate,Yes,19582,4908,Yes,199,60,Unknown,0,Urban,N
LN8438,Customer_8538,Other,No,1,Graduate,No,Unknown,28208,Yes,559,60,Unknown,1,Urban,N
LN8439,Customer_8539,Female,No,2,Graduate,No,21164,7369,Yes,396,180,Unknown,0,Semiurban,N
LN8440,Customer_8540,Male,No,1,Graduate,No,33646,46070,Yes,326,300,Unknown,0,Semiurban,N
LN8441,Customer_8541,Other,No,1,Graduate,No,23806,34508,Yes,80,240,Yes,1,Semiurban,N
LN8442,Customer_8542,Female,No,1,Not Graduate,Yes,62057,28308,Yes,426,180,Unknown,1,Rural,Y
LN8443,Customer_8543,Other,Yes,1,Not Graduate,Yes,57895,26595,Yes,87,300,Unknown,1,Rural,Y
LN8444,Customer_8544,Male,Yes,3,Graduate,No,50974,416600,Yes,600,180,Unknown,1,Semiurban,Y
LN8445,Customer_8545,Female,Yes,1,Not Graduate,Yes,14284,14252,Yes,405,360,Unknown,1,Urban,Y
LN8446,Customer_8546,Female,No,2,Graduate,Yes,16857,Unknown,Yes,316,300,No,1,Urban,N
LN8447,Customer_8547,Other,No,1,Not Graduate,Yes,43440,38811,Yes,630,360,Unknown,1,Semiurban,N
LN8448,Customer_8548,Female,No,1,Not Graduate,Yes,49106,49160,Yes,339,360,Unknown,1,Urban,Y
LN8449,Customer_8549,Male,Yes,3,Graduate,No,21951,27628,Yes,278,300,Unknown,0,Semiurban,Y
LN8450,Customer_8550,Male,Yes,3,Graduate,No,24009,Unknown,Yes,69,60,Unknown,1,Rural,N
LN8451,Customer_8551,Male,Yes,1,Graduate,No,17835,33018,Yes,112,60,Yes,0,Urban,N
LN8452,Customer_8552,Other,Yes,3,Not Graduate,Yes,73888,35164,Yes,541,300,Unknown,0,Rural,N
LN8453,Customer_8553,Female,Yes,3,Not Graduate,No,45290,32891,Yes,219,180,Unknown,0,Rural,N
LN8454,Customer_8554,Female,No,1,Graduate,No,21941,12921,Yes,62,180,Unknown,1,Semiurban,N
LN8455,Customer_8555,Female,Yes,3,Graduate,No,35917,9020,Yes,698,240,Unknown,1,Rural,Y
LN8456,Customer_8556,Male,No,0,Not Graduate,No,31039,26010,Yes,438,180,Unknown,1,Urban,N
LN8457,Customer_8557,Female,No,0,Graduate,Yes,29089,48507,Yes,655,60,Yes,0,Semiurban,N
LN8458,Customer_8558,Male,No,0,Not Graduate,No,63059,29589,Yes,397,300,Unknown,0,Semiurban,N
LN8459,Customer_8559,Female,Yes,3,Not Graduate,Yes,60247,40440,Yes,406,180,Unknown,1,Urban,Y
LN8460,Customer_8560,Male,Yes,0,Graduate,Yes,42833,46174,Yes,682,300,Unknown,1,Rural,Y
LN8461,Customer_8561,Female,No,2,Not Graduate,No,21254,34845,Yes,220,240,Unknown,0,Semiurban,N
LN8462,Customer_8562,Other,Yes,0,Not Graduate,Yes,35611,16979,Yes,247,300,Unknown,1,Semiurban,N
LN8463,Customer_8563,Other,Yes,2,Not Graduate,Yes,49827,35854,Yes,218,240,Yes,0,Semiurban,Y
LN8464,Customer_8564,Male,No,3,Not Graduate,No,60272,27278,Yes,206,240,Yes,0,Urban,N
LN8465,Customer_8565,Male,No,0,Graduate,No,62257,23348,Yes,373,240,Unknown,1,Urban,Y
LN8466,Customer_8566,Female,No,2,Not Graduate,No,16830,34512,Yes,259,360,Unknown,1,Semiurban,Y
LN8467,Customer_8567,Female,No,3,Graduate,No,Unknown,32790,Yes,245,60,No,0,Semiurban,N
LN8468,Customer_8568,Other,No,0,Not Graduate,No,69278,4972,Yes,319,120,Unknown,1,Urban,Y
LN8469,Customer_8569,Female,Yes,1,Graduate,Yes,34262,16015,Yes,111,60,Unknown,1,Rural,Y
LN8470,Customer_8570,Male,No,0,Not Graduate,No,39949,24538,Yes,547,300,Unknown,1,Semiurban,Y
LN8471,Customer_8571,Male,Yes,0,Not Graduate,Yes,15425,31830,Yes,166,60,Unknown,1,Urban,Y
LN8472,Customer_8572,Male,Yes,0,Graduate,Yes,47497,15020,Yes,462,180,Unknown,0,Rural,N
LN8473,Customer_8573,Male,No,1,Not Graduate,No,60420,262,Yes,627,120,Unknown,0,Rural,Y
LN8474,Customer_8574,Male,No,2,Graduate,Yes,24640,44460,Yes,350,60,Unknown,0,Urban,Y
LN8475,Customer_8575,Other,Yes,2,Not Graduate,Yes,59093,15142,Yes,376,120,Unknown,0,Semiurban,N
LN8476,Customer_8576,Other,No,1,Graduate,No,50150,Unknown,Yes,589,60,Yes,0,Urban,N
LN8477,Customer_8577,Male,Yes,0,Graduate,No,29111,49584,Yes,364,360,Yes,1,Urban,Y
LN8478,Customer_8578,Female,No,0,Not Graduate,Yes,40293,41519,Yes,571,300,Unknown,0,Rural,N
LN8479,Customer_8579,Male,No,0,Not Graduate,Yes,52664,12336,Yes,326,300,Unknown,1,Semiurban,Y
LN8480,Customer_8580,Other,Yes,2,Not Graduate,Yes,21306,22695,Yes,53,180,Yes,1,Rural,N
LN8481,Customer_8581,Male,Yes,2,Not Graduate,Yes,21298,18872,Yes,230,360,Unknown,1,Urban,N
LN8482,Customer_8582,Other,No,1,Not Graduate,Yes,Unknown,45649,Yes,134,60,Unknown,0,Urban,N
LN8483,Customer_8583,Other,No,3,Not Graduate,No,36565,45283,Yes,535,60,Yes,0,Semiurban,N
LN8484,Customer_8584,Male,No,1,Not Graduate,No,27652,22455,Yes,586,60,Unknown,1,Urban,Y
LN8485,Customer_8585,Male,Yes,2,Not Graduate,No,13875,16597,Yes,581,60,Unknown,0,Urban,N
LN8486,Customer_8586,Female,No,0,Not Graduate,No,51996,9857,Yes,248,120,No,1,Rural,Y
LN8487,Customer_8587,Other,No,0,Graduate,Yes,36993,48281,Yes,145,60,Unknown,1,Semiurban,Y
LN8488,Customer_8588,Female,No,0,Graduate,No,8566,40689,Yes,145,300,Yes,0,Urban,Y
LN8489,Customer_8589,Male,No,0,Graduate,No,41690,3478,Yes,610,360,Unknown,1,Semiurban,Y
LN8490,Customer_8590,Other,Yes,3,Not Graduate,Yes,Unknown,16248,Yes,138,240,Yes,1,Semiurban,Y
LN8491,Customer_8591,Female,Yes,1,Graduate,Yes,60655,35565,Yes,567,300,Unknown,0,Rural,N
LN8492,Customer_8592,Female,Yes,1,Not Graduate,Yes,5646,45522,Yes,559,60,Yes,0,Rural,N
LN8493,Customer_8593,Female,No,2,Not Graduate,No,44592,35159,Yes,573,120,Unknown,1,Urban,Y
LN8494,Customer_8594,Male,No,1,Not Graduate,No,32339,21749,Yes,77,240,Unknown,1,Urban,Y
LN8495,Customer_8595,Male,No,3,Not Graduate,Yes,39449,42043,Yes,324,240,Unknown,0,Semiurban,N
LN8496,Customer_8596,Male,Yes,3,Graduate,Yes,56631,38529,Yes,604,60,Unknown,1,Rural,Y
LN8497,Customer_8597,Other,Yes,3,Graduate,No,42967,13149,Yes,514,240,No,0,Urban,N
LN8498,Customer_8598,Male,Yes,0,Graduate,Yes,46547,7216,Yes,148,60,Unknown,1,Semiurban,Y
LN8499,Customer_8599,Other,Yes,2,Not Graduate,Yes,68463,27301,Yes,502,120,Unknown,1,Semiurban,Y
LN8500,Customer_8600,Female,No,3,Not Graduate,Yes,49851,34718,Yes,341,360,Unknown,0,Rural,Y
LN8501,Customer_8601,Female,Yes,1,Graduate,No,28062,46332,Yes,658,300,Unknown,0,Urban,N
LN8502,Customer_8602,Male,Yes,1,Not Graduate,No,62123,847,Yes,646,360,Yes,0,Urban,Y
LN8503,Customer_8603,Female,No,1,Graduate,No,11221,21886,Yes,652,60,Unknown,0,Urban,N
LN8504,Customer_8604,Male,Yes,3,Graduate,Yes,18234,4671,Yes,350,120,Yes,0,Rural,Y
LN8505,Customer_8605,Other,No,3,Graduate,Yes,11321,41504,Yes,591,180,Unknown,0,Semiurban,N
LN8506,Customer_8606,Female,No,1,Not Graduate,No,10945,4153,Yes,223,60,Unknown,0,Urban,N
LN8507,Customer_8607,Male,No,3,Graduate,Yes,8189,8571,Yes,235,300,Unknown,0,Rural,Y
LN8508,Customer_8608,Female,No,1,Not Graduate,Yes,5374,46033,Yes,79,300,Unknown,0,Urban,N
LN8509,Customer_8609,Female,No,0,Graduate,No,72519,30456,Yes,300,60,Unknown,1,Urban,Y
LN8510,Customer_8610,Male,Yes,3,Not Graduate,Yes,14333,9353,Yes,670,180,Unknown,1,Rural,N
LN8511,Customer_8611,Female,Yes,0,Not Graduate,Yes,68743,65,Yes,489,240,Unknown,1,Urban,Y
LN8512,Customer_8612,Female,No,0,Graduate,Yes,43907,14301,Yes,262,300,Unknown,0,Urban,N
LN8513,Customer_8613,Female,Yes,3,Not Graduate,Yes,12173,17181,Yes,393,300,Unknown,0,Semiurban,N
LN8514,Customer_8614,Female,No,1,Not Graduate,No,7302,10008,Yes,86,60,Unknown,0,Rural,N
LN8515,Customer_8615,Other,Yes,2,Not Graduate,Yes,42679,5290,Yes,395,300,Unknown,1,Urban,Y
LN8516,Customer_8616,Female,Yes,0,Graduate,No,58842,31474,Yes,543,120,No,0,Semiurban,N
LN8517,Customer_8617,Female,Yes,3,Not Graduate,No,29747,631,Yes,146,180,Unknown,1,Urban,N
LN8518,Customer_8618,Male,Yes,0,Graduate,No,Unknown,28351,Yes,585,300,Unknown,0,Urban,N
LN8519,Customer_8619,Other,Yes,1,Graduate,No,24424,36026,Yes,374,60,Unknown,1,Semiurban,N
LN8520,Customer_8620,Male,Yes,3,Not Graduate,Yes,11897,39869,Yes,393,180,Unknown,1,Urban,N
LN8521,Customer_8621,Male,Yes,2,Graduate,Yes,41640,40201,Yes,683,240,No,1,Semiurban,Y
LN8522,Customer_8622,Male,No,3,Graduate,No,17482,8383,Yes,135,300,Unknown,0,Semiurban,N
LN8523,Customer_8623,Other,No,0,Graduate,No,30355,35567,Yes,210,360,Unknown,1,Semiurban,Y
LN8524,Customer_8624,Male,No,3,Graduate,No,59145,22109,Yes,66,60,Unknown,0,Urban,N
LN8525,Customer_8625,Male,Yes,3,Graduate,No,23583,1149,Yes,293,360,Yes,0,Rural,N
LN8526,Customer_8626,Male,Yes,0,Not Graduate,Yes,7857,19387,Yes,267,60,Unknown,0,Rural,N
LN8527,Customer_8627,Female,No,2,Not Graduate,No,14166,36313,Yes,55,360,No,0,Urban,N
LN8528,Customer_8628,Male,No,1,Graduate,No,10498,45399,Yes,430,360,Yes,0,Semiurban,N
LN8529,Customer_8629,Other,Yes,3,Graduate,Yes,40807,50190,Yes,284,60,Unknown,1,Rural,Y
LN8530,Customer_8630,Other,No,2,Not Graduate,No,28423,28276,Yes,433,120,Unknown,1,Semiurban,Y
LN8531,Customer_8631,Female,No,1,Not Graduate,Yes,55095,41392,Yes,173,60,Unknown,1,Rural,N
LN8532,Customer_8632,Other,No,0,Not Graduate,Yes,47180,999,Yes,109,240,Unknown,1,Urban,Y
LN8533,Customer_8633,Other,No,2,Graduate,Yes,44128,2534,Yes,550,300,Unknown,0,Rural,N
LN8534,Customer_8634,Female,Yes,2,Graduate,No,62911,28538,Yes,59,240,No,0,Urban,N
LN8535,Customer_8635,Male,No,3,Not Graduate,Yes,60450,4425,Yes,577,60,Unknown,1,Semiurban,Y
LN8536,Customer_8636,Female,No,0,Graduate,Yes,48940,18074,Yes,645,360,Unknown,0,Semiurban,N
LN8537,Customer_8637,Male,No,3,Not Graduate,No,59584,40242,Yes,475,60,Unknown,0,Urban,Y
LN8538,Customer_8638,Male,No,0,Not Graduate,No,63049,6328,Yes,196,240,Unknown,0,Rural,N
LN8539,Customer_8639,Other,Yes,1,Graduate,No,13270,8526,Yes,506,240,Unknown,1,Semiurban,N
LN8540,Customer_8640,Female,No,3,Not Graduate,No,63962,2553,Yes,661,120,Yes,1,Urban,Y
LN8541,Customer_8641,Other,No,0,Not Graduate,Yes,7342,18894,Yes,646,60,Unknown,0,Urban,N
LN8542,Customer_8642,Other,No,0,Not Graduate,No,46933,38820,Yes,600,360,Unknown,0,Rural,N
LN8543,Customer_8643,Male,No,2,Not Graduate,Yes,70089,39906,Yes,54,180,Unknown,0,Rural,N
LN8544,Customer_8644,Other,No,3,Not Graduate,Yes,70538,10242,Yes,548,240,Unknown,1,Urban,Y
LN8545,Customer_8645,Female,Yes,3,Graduate,No,27488,43676,Yes,647,60,Unknown,1,Rural,N
LN8546,Customer_8646,Other,No,1,Not Graduate,No,57101,14275,Yes,554,240,Yes,0,Urban,Y
LN8547,Customer_8647,Other,No,0,Graduate,No,48359,9748,Yes,336,360,Unknown,0,Semiurban,N
LN8548,Customer_8648,Male,Yes,2,Graduate,No,4421,39911,Yes,256,120,Unknown,1,Urban,Y
LN8549,Customer_8649,Female,No,0,Not Graduate,Yes,72010,43305,Yes,599,60,Unknown,1,Rural,Y
LN8550,Customer_8650,Other,Yes,0,Not Graduate,No,64755,10357,Yes,305,300,Yes,1,Rural,Y
LN8551,Customer_8651,Male,No,0,Not Graduate,Yes,56525,25364,Yes,68,360,Unknown,1,Rural,Y
LN8552,Customer_8652,Other,Yes,3,Graduate,Yes,Unknown,49793,Yes,212,60,Unknown,0,Rural,N
LN8553,Customer_8653,Female,Yes,0,Graduate,No,59462,48836,Yes,649,300,Unknown,0,Urban,Y
LN8554,Customer_8654,Other,No,1,Graduate,No,47934,7370,Yes,224,180,Unknown,1,Urban,Y
LN8555,Customer_8655,Other,Yes,2,Not Graduate,No,60593,19490,Yes,292,300,Unknown,1,Urban,Y
LN8556,Customer_8656,Male,No,2,Not Graduate,Yes,15390,30749,Yes,566,240,Unknown,0,Urban,Y
LN8557,Customer_8657,Other,Yes,0,Not Graduate,Yes,25562,21302,Yes,152,120,Yes,0,Rural,N
LN8558,Customer_8658,Male,Yes,2,Not Graduate,Yes,36299,10496,Yes,295,60,Unknown,1,Semiurban,Y
LN8559,Customer_8659,Female,No,0,Not Graduate,No,60902,48508,Yes,197,60,Unknown,0,Semiurban,N
LN8560,Customer_8660,Other,Yes,3,Graduate,No,20675,43189,Yes,582,180,Unknown,0,Rural,N
LN8561,Customer_8661,Female,No,2,Graduate,No,39881,4303,Yes,225,120,Unknown,0,Semiurban,N
LN8562,Customer_8662,Female,Yes,3,Graduate,No,12319,41838,Yes,468,60,Unknown,1,Urban,Y
LN8563,Customer_8663,Other,Yes,3,Not Graduate,No,48207,44672,Yes,162,120,Unknown,0,Semiurban,N
LN8564,Customer_8664,Male,No,1,Not Graduate,No,6911,40510,Yes,217,60,Unknown,1,Urban,Y
LN8565,Customer_8665,Female,No,1,Graduate,No,42927,48566,Yes,582,300,Unknown,1,Urban,Y
LN8566,Customer_8666,Female,Yes,2,Not Graduate,Yes,41195,34380,Yes,129,60,Unknown,0,Urban,N
LN8567,Customer_8667,Other,No,0,Graduate,Yes,57422,29082,Yes,277,120,Unknown,1,Rural,Y
LN8568,Customer_8668,Other,No,0,Not Graduate,Yes,50561,45438,Yes,86,180,Unknown,1,Urban,Y
LN8569,Customer_8669,Other,Yes,0,Not Graduate,Yes,4687,24016,Yes,652,120,Unknown,0,Rural,N
LN8570,Customer_8670,Other,Yes,0,Not Graduate,No,41755,3464,Yes,376,180,No,0,Rural,N
LN8571,Customer_8671,Other,No,1,Not Graduate,No,23855,23364,Yes,201,240,No,1,Semiurban,Y
LN8572,Customer_8672,Other,Yes,0,Graduate,No,31879,25146,Yes,227,60,Unknown,0,Semiurban,N
LN8573,Customer_8673,Male,No,0,Not Graduate,Yes,25065,9366,Yes,231,240,Unknown,1,Semiurban,N
LN8574,Customer_8674,Female,No,3,Graduate,No,19091,21610,Yes,517,300,Unknown,0,Rural,N
LN8575,Customer_8675,Male,No,0,Graduate,Yes,207470,49431,Yes,671,360,Unknown,1,Rural,Y
LN8576,Customer_8676,Male,No,0,Graduate,Yes,39243,6215,Yes,158,60,Yes,0,Urban,Y
LN8577,Customer_8677,Other,No,1,Graduate,Yes,51686,35438,Yes,205,240,Unknown,1,Rural,Y
LN8578,Customer_8678,Female,No,2,Graduate,No,54684,27128,Yes,309,60,Unknown,0,Urban,N
LN8579,Customer_8679,Male,Yes,3,Not Graduate,No,23601,22241,Yes,445,360,Unknown,0,Semiurban,N
LN8580,Customer_8680,Other,No,3,Graduate,Yes,37797,15285,Yes,628,180,Unknown,0,Rural,N
LN8581,Customer_8681,Other,Yes,2,Graduate,Yes,9190,7668,Yes,309,60,Unknown,1,Urban,Y
LN8582,Customer_8682,Female,No,3,Graduate,No,27148,39070,Yes,320,360,Unknown,1,Urban,N
LN8583,Customer_8683,Male,Yes,0,Graduate,Yes,47550,38037,Yes,461,120,Unknown,1,Rural,Y
LN8584,Customer_8684,Male,Yes,0,Graduate,No,47758,20493,Yes,86,180,Unknown,1,Semiurban,N
LN8585,Customer_8685,Male,Yes,2,Not Graduate,Yes,73355,34820,Yes,442,120,Unknown,1,Urban,Y
LN8586,Customer_8686,Other,No,1,Graduate,No,8919,3066,Yes,684,360,Unknown,0,Rural,N
LN8587,Customer_8687,Female,Yes,1,Not Graduate,Yes,27793,11902,Yes,273,120,Unknown,1,Rural,N
LN8588,Customer_8688,Female,Yes,3,Graduate,No,71346,9049,Yes,244,180,No,1,Urban,Y
LN8589,Customer_8689,Male,No,1,Not Graduate,Yes,39183,11992,Yes,416,60,Unknown,0,Urban,N
LN8590,Customer_8690,Other,Yes,1,Not Graduate,No,57585,12753,Yes,643,120,Yes,1,Urban,Y
LN8591,Customer_8691,Male,Yes,1,Not Graduate,Yes,4716,23630,Yes,611,360,Unknown,1,Rural,N
LN8592,Customer_8692,Female,No,1,Not Graduate,No,Unknown,40540,Yes,127,120,Unknown,1,Rural,N
LN8593,Customer_8693,Other,Yes,1,Not Graduate,Yes,Unknown,14061,Yes,586,120,Unknown,1,Rural,N
LN8594,Customer_8694,Male,Yes,1,Not Graduate,Yes,51099,14512,Yes,587,300,Unknown,1,Semiurban,Y
LN8595,Customer_8695,Male,No,1,Not Graduate,Yes,66041,38654,Yes,621,180,Unknown,0,Semiurban,N
LN8596,Customer_8696,Other,Yes,3,Graduate,Yes,69145,26432,Yes,357,300,Unknown,0,Rural,N
LN8597,Customer_8697,Female,Yes,0,Not Graduate,Yes,5353,12419,Yes,631,360,Unknown,0,Urban,N
LN8598,Customer_8698,Other,Yes,1,Graduate,Yes,19919,41736,Yes,609,240,Yes,0,Rural,N
LN8599,Customer_8699,Male,Yes,0,Graduate,No,23141,206510,Yes,615,360,No,0,Rural,N
LN8600,Customer_8700,Male,No,2,Graduate,No,6849,28338,Yes,421,360,Unknown,0,Semiurban,N
LN8601,Customer_8701,Male,No,0,Not Graduate,Yes,43837,23929,Yes,434,360,Unknown,1,Rural,Y
LN8602,Customer_8702,Male,No,2,Graduate,No,47851,12631,Yes,163,360,Unknown,1,Urban,Y
LN8603,Customer_8703,Female,No,3,Not Graduate,Yes,40098,31204,Yes,326,300,Unknown,0,Semiurban,Y
LN8604,Customer_8704,Female,Yes,0,Not Graduate,Yes,34033,40081,Yes,511,360,Unknown,0,Rural,N
LN8605,Customer_8705,Male,No,2,Not Graduate,No,38763,34323,Yes,671,120,Unknown,0,Semiurban,N
LN8606,Customer_8706,Female,No,0,Graduate,Yes,14900,22073,Yes,121,360,Unknown,1,Urban,N
LN8607,Customer_8707,Female,Yes,3,Graduate,Yes,26354,49729,Yes,458,240,Unknown,1,Urban,N
LN8608,Customer_8708,Female,Yes,0,Not Graduate,No,5214,29016,Yes,579,180,Unknown,0,Rural,N
LN8609,Customer_8709,Male,Yes,2,Not Graduate,Yes,203400,38284,Yes,64,300,Yes,0,Rural,N
LN8610,Customer_8710,Other,No,1,Not Graduate,Yes,19659,38461,Yes,91,300,Unknown,1,Semiurban,Y
LN8611,Customer_8711,Other,Yes,1,Not Graduate,No,17687,Unknown,Yes,69,300,Unknown,1,Urban,N
LN8612,Customer_8712,Other,Yes,1,Graduate,No,9553,45,Yes,65,300,Yes,1,Rural,Y
LN8613,Customer_8713,Male,Yes,3,Graduate,Yes,20235,10126,Yes,696,360,Unknown,1,Urban,N
LN8614,Customer_8714,Female,No,1,Graduate,Yes,47143,38492,Yes,656,240,Unknown,0,Rural,N
LN8615,Customer_8715,Female,No,3,Graduate,Yes,32287,33748,Yes,142,60,Yes,1,Rural,Y
LN8616,Customer_8716,Male,No,1,Graduate,Yes,72846,21931,Yes,130,360,Unknown,1,Urban,Y
LN8617,Customer_8717,Male,No,3,Not Graduate,Yes,27140,Unknown,Yes,127,180,Unknown,1,Rural,Y
LN8618,Customer_8718,Other,No,3,Not Graduate,Yes,33657,19938,Yes,547,180,Unknown,1,Rural,Y
LN8619,Customer_8719,Other,No,0,Graduate,Yes,62494,30925,Yes,544,360,Unknown,0,Rural,N
LN8620,Customer_8720,Male,No,1,Not Graduate,No,17746,7729,Yes,75,360,Unknown,0,Rural,N
LN8621,Customer_8721,Other,Yes,0,Graduate,Yes,74427,Unknown,Yes,505,360,Unknown,1,Rural,Y
LN8622,Customer_8722,Female,Yes,2,Not Graduate,Yes,52494,49409,Yes,126,240,Unknown,1,Rural,Y
LN8623,Customer_8723,Male,Yes,1,Not Graduate,No,10745,36811,Yes,363,300,Unknown,1,Rural,Y
LN8624,Customer_8724,Male,No,1,Not Graduate,Yes,4423,10202,Yes,401,180,Unknown,0,Rural,N
LN8625,Customer_8725,Female,No,1,Graduate,Yes,50305,43553,Yes,250,180,Unknown,0,Semiurban,N
LN8626,Customer_8726,Female,Yes,1,Graduate,No,15059,6951,Yes,352,300,Unknown,0,Rural,N
LN8627,Customer_8727,Female,Yes,0,Graduate,Yes,27721,16636,Yes,376,60,Unknown,0,Rural,N
LN8628,Customer_8728,Other,No,0,Not Graduate,No,37679,22084,Yes,172,300,Unknown,0,Semiurban,Y
LN8629,Customer_8729,Male,No,3,Not Graduate,No,66638,42172,Yes,227,180,No,1,Semiurban,Y
LN8630,Customer_8730,Other,No,0,Not Graduate,No,31277,6296,Yes,351,180,Unknown,1,Urban,Y
LN8631,Customer_8731,Female,No,3,Not Graduate,No,69875,14026,Yes,57,240,Unknown,0,Urban,Y
LN8632,Customer_8732,Other,No,2,Not Graduate,No,17764,18586,Yes,51,180,Unknown,1,Urban,N
LN8633,Customer_8733,Female,No,0,Graduate,No,74982,19225,Yes,195,360,Unknown,0,Urban,N
LN8634,Customer_8734,Other,No,3,Graduate,No,19881,33038,Yes,597,360,Unknown,1,Semiurban,Y
LN8635,Customer_8735,Other,No,1,Not Graduate,Yes,52942,30204,Yes,649,300,Unknown,0,Urban,N
LN8636,Customer_8736,Female,Yes,2,Graduate,No,11201,19523,Yes,680,300,Unknown,1,Rural,N
LN8637,Customer_8737,Other,No,3,Not Graduate,No,27568,10371,Yes,531,360,Unknown,1,Semiurban,N
LN8638,Customer_8738,Male,No,2,Not Graduate,Yes,34330,41804,Yes,91,300,Unknown,1,Rural,Y
LN8639,Customer_8739,Other,No,1,Graduate,Yes,5816,28329,Yes,407,360,Unknown,1,Urban,Y
LN8640,Customer_8740,Other,Yes,1,Not Graduate,No,36094,28429,Yes,620,240,No,0,Urban,N
