,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
8219,Other,No,2,Graduate,No,47536,34365,629,180,1,Urban,Y,Yes
8220,Other,No,1,Not Graduate,Yes,50872,32221,493,360,1,Semiurban,Y,Yes
8221,Other,Yes,0,Not Graduate,No,54566,32156,138,300,0,Semiurban,N,Yes
8222,Female,Yes,1,Not Graduate,Yes,28416,25161,659,120,1,Semiurban,N,Yes
8223,Male,Yes,1,Not Graduate,Yes,9635,39156,578,300,1,Semiurban,Y,Yes
8224,Other,No,3,Not Graduate,Yes,22189,8735,210,360,0,Rural,N,Yes
8225,Other,No,0,Not Graduate,No,65929,5576,207,240,0,Rural,N,Yes
8226,Male,Yes,3,Not Graduate,Yes,14498,8206,318,180,1,Urban,Y,Yes
8227,Male,Yes,3,Graduate,No,63777,26042,429,240,1,Semiurban,Y,Yes
8228,Male,Yes,1,Graduate,Yes,53617,24337,81,180,0,Urban,N,Yes
8229,Male,No,1,Not Graduate,Yes,62200,34246,136,120,1,Semiurban,Y,Yes
8230,Male,Yes,2,Not Graduate,No,13427,9574,142,180,1,Urban,Y,Yes
8231,Male,Yes,1,Graduate,No,52555,43018,559,180,1,Semiurban,Y,Yes
8232,Female,Yes,2,Not Graduate,No,9570,35042,644,60,1,Rural,Y,Yes
8233,Male,Yes,3,Graduate,Yes,27988,34929,565,240,1,Rural,Y,Yes
8234,Male,Yes,1,Graduate,No,61881,19992,138,60,1,Semiurban,Y,Yes
8235,Female,No,0,Not Graduate,No,56401,49755,203,240,0,Urban,N,Yes
8236,Male,No,0,Graduate,No,42114,4043,643,240,1,Semiurban,Y,Yes
8237,Other,No,3,Not Graduate,Yes,11408,40022,207,360,1,Semiurban,N,Yes
8238,Other,Yes,3,Not Graduate,No,50606,29264,467,180,0,Semiurban,N,Yes
8239,Male,No,1,Graduate,No,48854,46329,302,240,0,Rural,N,Yes
8240,Female,Yes,2,Graduate,Yes,36573,19876,338,360,1,Urban,Y,Yes
8241,Other,No,1,Graduate,No,54968,30929,208,60,1,Rural,Y,Yes
8242,Female,No,2,Not Graduate,Yes,30385,27574,361,60,0,Semiurban,Y,Yes
8243,Other,Yes,1,Not Graduate,No,28847,11784,623,120,0,Urban,N,Yes
8244,Male,Yes,0,Not Graduate,No,58383,9196,630,120,1,Urban,Y,Yes
8245,Female,Yes,0,Not Graduate,No,10420,6754,484,180,0,Rural,N,Yes
8246,Female,No,2,Not Graduate,No,45147,46627,403,240,0,Semiurban,Y,Yes
8247,Female,Yes,1,Not Graduate,Yes,16806,27704,314,180,1,Semiurban,Y,Yes
8248,Other,No,3,Not Graduate,Yes,7257,47441,57,180,0,Urban,N,Yes
8249,Other,No,2,Graduate,Yes,21696,29396,156,180,1,Rural,Y,Yes
8250,Other,No,0,Not Graduate,Yes,37763,17198,654,360,0,Rural,N,Yes
8251,Male,Yes,2,Graduate,Yes,73531,8723,118,180,1,Semiurban,Y,Yes
8252,Other,Yes,1,Graduate,Yes,21126,33526,489,60,1,Rural,N,Yes
8253,Male,Yes,3,Not Graduate,No,36923,49157,187,120,1,Urban,Y,Yes
8254,Female,No,3,Graduate,No,44353,41544,407,240,0,Semiurban,N,Yes
8255,Female,No,2,Graduate,No,10202,36444,677,300,1,Urban,Y,Yes
8256,Male,Yes,1,Graduate,Yes,66168,17918,569,300,1,Rural,Y,Yes
8257,Other,No,1,Not Graduate,No,65835,45852,117,300,1,Semiurban,Y,Yes
8258,Male,No,3,Graduate,Yes,51809,29027,195,240,1,Urban,Y,Yes
8259,Female,No,0,Not Graduate,Yes,16341,2266,299,180,1,Semiurban,N,Yes
8260,Female,Yes,1,Not Graduate,No,68410,2414,433,60,1,Semiurban,Y,Yes
8261,Male,No,3,Not Graduate,No,23640,45944,517,240,1,Urban,N,Yes
8262,Other,No,3,Graduate,Yes,28905,49712,560,240,0,Semiurban,N,Yes
8263,Other,Yes,1,Graduate,Yes,12838,20843,543,60,1,Semiurban,Y,Yes
8264,Male,Yes,1,Not Graduate,Yes,27275,34086,564,360,1,Semiurban,Y,Yes
8265,Male,Yes,2,Not Graduate,No,9339,2552,413,60,1,Urban,N,Yes
8266,Other,Yes,0,Not Graduate,Yes,62999,22704,448,240,1,Urban,Y,Yes
8267,Female,Yes,2,Graduate,Yes,16449,38186,689,360,1,Semiurban,Y,Yes
8268,Male,Yes,2,Graduate,No,50550,46363,169,120,1,Urban,Y,Yes
8269,Other,No,3,Graduate,Yes,24813,19244,104,360,1,Semiurban,N,Yes
8270,Other,No,3,Graduate,No,25659,39488,119,300,1,Rural,Y,Yes
8271,Female,No,0,Graduate,Yes,15068,31537,543,360,1,Rural,N,Yes
8272,Female,No,2,Graduate,No,49471,33845,405,120,0,Rural,N,Yes
8273,Female,Yes,2,Graduate,Yes,29880,21823,517,240,0,Urban,Y,Yes
8274,Female,No,3,Not Graduate,No,28847,2526,337,300,1,Semiurban,N,Yes
8275,Female,Yes,3,Graduate,Yes,37055,48669,286,360,0,Urban,N,Yes
8276,Male,Yes,1,Not Graduate,Yes,17802,32501,267,60,1,Rural,N,Yes
8277,Other,No,2,Graduate,No,7944,33489,577,180,1,Rural,Y,Yes
8278,Male,No,0,Not Graduate,No,3360,42204,319,60,1,Semiurban,Y,Yes
8279,Male,Yes,2,Graduate,Yes,66475,5801,367,240,1,Semiurban,Y,Yes
8280,Male,Yes,3,Graduate,Yes,6464,22437,313,300,1,Semiurban,Y,Yes
8281,Male,Yes,1,Graduate,Yes,21610,31957,694,300,0,Urban,Y,Yes
8282,Male,Yes,2,Not Graduate,Yes,33607,1345,393,360,1,Urban,N,Yes
8283,Female,No,0,Graduate,Yes,8044,745,526,240,0,Semiurban,N,Yes
8284,Female,Yes,3,Graduate,Yes,41700,13326,570,240,1,Urban,Y,Yes
8285,Other,No,1,Not Graduate,Yes,62890,8124,91,180,0,Urban,N,Yes
8286,Male,Yes,2,Graduate,No,13916,5599,67,180,1,Rural,Y,Yes
8287,Other,Yes,0,Graduate,Yes,72311,33645,259,300,1,Rural,Y,Yes
8288,Female,Yes,3,Not Graduate,No,48347,24709,481,60,0,Semiurban,N,Yes
8289,Female,No,0,Graduate,Yes,3817,37581,379,300,0,Semiurban,N,Yes
8290,Female,Yes,2,Not Graduate,Yes,5146,10616,325,120,1,Semiurban,N,Yes
8291,Male,No,3,Not Graduate,No,26480,7764,471,300,1,Rural,Y,Yes
8292,Male,No,2,Not Graduate,Yes,35146,40077,197,180,0,Urban,Y,Yes
8293,Female,No,1,Graduate,No,35611,10891,99,360,0,Urban,N,Yes
8294,Other,Yes,2,Graduate,Yes,27234,9654,182,120,1,Rural,Y,Yes
8295,Other,No,1,Not Graduate,Yes,7958,29817,634,300,0,Semiurban,N,Yes
8296,Female,No,2,Not Graduate,Yes,51743,34132,154,180,1,Semiurban,Y,Yes
8297,Other,Yes,0,Graduate,Yes,19825,49116,341,60,0,Semiurban,N,Yes
8298,Female,Yes,0,Graduate,No,60036,15538,281,120,1,Semiurban,Y,Yes
8299,Other,No,3,Graduate,No,62006,25807,150,360,1,Urban,Y,Yes
8300,Female,No,0,Not Graduate,No,61214,14289,308,360,1,Semiurban,Y,Yes
8301,Other,Yes,0,Graduate,Yes,30450,4261,341,60,0,Rural,N,Yes
8303,Female,No,0,Not Graduate,Yes,66211,28281,94,240,0,Urban,N,Yes
8304,Female,No,1,Graduate,No,22596,4082,532,60,1,Semiurban,N,Yes
8305,Other,Yes,1,Graduate,Yes,62000,17963,661,180,0,Semiurban,Y,Yes
8306,Female,No,1,Not Graduate,No,70432,29770,206,180,1,Urban,Y,Yes
8307,Female,Yes,2,Not Graduate,No,36857,21983,274,180,0,Rural,N,Yes
8308,Female,Yes,1,Graduate,No,3308,3419,122,240,0,Urban,N,Yes
8309,Male,Yes,2,Not Graduate,No,28168,30991,630,300,0,Urban,N,Yes
8310,Male,No,1,Graduate,Yes,31419,18401,221,300,1,Semiurban,Y,Yes
8311,Other,Yes,2,Graduate,No,73029,20401,469,360,1,Urban,N,Yes
8312,Male,No,3,Not Graduate,No,15756,3037,463,300,0,Semiurban,N,Yes
8313,Other,Yes,3,Not Graduate,No,32288,14501,610,180,0,Urban,N,Yes
8314,Male,No,2,Graduate,No,15384,17145,285,60,0,Urban,Y,Yes
8315,Other,No,3,Not Graduate,Yes,42852,46165,670,300,1,Semiurban,N,Yes
8316,Male,No,0,Not Graduate,Yes,18195,34518,288,240,0,Urban,N,Yes
8317,Male,Yes,1,Graduate,Yes,37125,47948,429,60,1,Urban,Y,Yes
8318,Other,No,2,Not Graduate,No,53840,12838,506,300,1,Semiurban,Y,Yes
8319,Female,No,3,Graduate,No,54539,16982,565,180,0,Urban,N,Yes
8320,Female,Yes,3,Not Graduate,Yes,50803,3743,253,300,1,Urban,Y,Yes
8321,Male,Yes,0,Graduate,Yes,61825,31966,468,60,0,Semiurban,N,Yes
8322,Other,No,1,Not Graduate,Yes,63555,41376,133,360,0,Urban,N,Yes
8323,Female,Yes,0,Not Graduate,Yes,39496,44393,263,300,0,Rural,N,Yes
8324,Other,Yes,2,Not Graduate,Yes,8294,48273,440,360,0,Urban,Y,Yes
8325,Female,Yes,3,Not Graduate,No,47852,46795,408,120,0,Urban,N,Yes
8326,Other,No,3,Not Graduate,No,68858,6210,422,240,0,Urban,N,Yes
8327,Male,Yes,3,Not Graduate,Yes,18836,33850,623,360,0,Semiurban,N,Yes
8328,Other,No,0,Not Graduate,No,38828,587,107,60,0,Semiurban,N,Yes
8329,Female,Yes,0,Not Graduate,No,51978,29443,486,120,1,Rural,Y,Yes
8330,Male,Yes,1,Graduate,Yes,41403,10999,698,120,0,Semiurban,Y,Yes
8331,Other,No,2,Not Graduate,Yes,29745,36426,567,180,1,Rural,N,Yes
8332,Female,Yes,1,Not Graduate,Yes,12453,15845,135,120,0,Urban,N,Yes
8333,Male,Yes,1,Not Graduate,Yes,28381,10415,197,240,0,Urban,N,Yes
8334,Other,Yes,3,Not Graduate,No,67542,45377,625,240,0,Urban,N,Yes
8335,Female,Yes,0,Not Graduate,No,61877,21964,524,240,0,Urban,N,Yes
8336,Other,No,2,Graduate,No,56377,10375,184,240,1,Rural,Y,Yes
8337,Other,No,1,Graduate,No,6664,47531,167,180,0,Rural,N,Yes
8338,Male,No,2,Not Graduate,Yes,38864,16148,585,300,1,Urban,N,Yes
8339,Male,No,3,Not Graduate,No,16871,5913,428,60,1,Urban,N,Yes
8340,Female,No,1,Not Graduate,Yes,73195,42981,313,60,1,Semiurban,Y,Yes
8341,Male,No,0,Not Graduate,No,28929,21410,372,360,0,Urban,N,Yes
8342,Female,No,1,Graduate,No,8730,29351,60,180,0,Rural,N,Yes
8343,Other,Yes,3,Not Graduate,Yes,35391,43329,627,60,1,Rural,Y,Yes
8344,Other,No,1,Graduate,Yes,58414,25935,312,180,1,Semiurban,Y,Yes
8345,Female,No,3,Not Graduate,Yes,73945,49932,73,360,0,Urban,Y,Yes
8346,Other,No,1,Graduate,No,32234,32938,190,60,0,Semiurban,N,Yes
8347,Male,Yes,2,Graduate,Yes,3547,37787,503,360,1,Rural,Y,Yes
8348,Other,No,0,Graduate,No,57284,19605,280,300,0,Semiurban,Y,Yes
8349,Male,No,3,Not Graduate,No,71436,46497,649,300,1,Semiurban,Y,Yes
8350,Female,No,2,Not Graduate,Yes,54417,2108,165,240,1,Rural,Y,Yes
8351,Female,Yes,3,Not Graduate,No,11946,15476,329,60,0,Urban,N,Yes
8352,Other,No,1,Not Graduate,Yes,55943,9850,599,300,0,Semiurban,N,Yes
8353,Other,Yes,3,Not Graduate,Yes,14020,9987,248,300,0,Semiurban,Y,Yes
8354,Male,Yes,3,Graduate,No,7317,39384,332,360,1,Rural,N,Yes
8355,Male,Yes,0,Graduate,No,3523,35553,335,120,1,Rural,Y,Yes
8356,Other,Yes,2,Graduate,No,58076,33164,177,240,1,Semiurban,Y,Yes
8357,Other,No,1,Not Graduate,Yes,11809,25379,256,240,1,Rural,Y,Yes
8358,Female,Yes,0,Graduate,Yes,18535,40799,307,180,1,Urban,N,Yes
8359,Female,Yes,3,Not Graduate,Yes,53012,19388,560,300,0,Semiurban,N,Yes
8360,Female,No,0,Graduate,No,51951,11961,609,300,1,Urban,Y,Yes
8361,Other,Yes,3,Not Graduate,Yes,25264,40532,113,360,1,Rural,Y,Yes
8362,Other,Yes,1,Graduate,No,64832,8846,190,300,1,Urban,Y,Yes
8365,Other,Yes,0,Graduate,No,56017,24843,262,240,0,Rural,N,Yes
8366,Male,Yes,3,Graduate,No,18503,47179,65,300,1,Rural,N,Yes
8367,Other,No,2,Not Graduate,No,14506,1092,437,300,0,Urban,N,Yes
8368,Other,No,0,Graduate,Yes,43994,42428,307,180,1,Semiurban,Y,Yes
8369,Other,No,2,Graduate,No,19169,9513,163,60,1,Semiurban,Y,Yes
8370,Other,No,2,Graduate,No,21484,40095,587,180,1,Urban,N,Yes
8371,Other,Yes,2,Not Graduate,No,61723,37761,87,360,1,Semiurban,Y,Yes
8372,Male,Yes,2,Graduate,No,52588,3079,74,240,1,Semiurban,Y,Yes
8373,Male,Yes,0,Not Graduate,Yes,16920,42468,101,60,1,Rural,Y,Yes
8374,Other,No,0,Graduate,Yes,19875,41781,140,60,1,Rural,N,Yes
8375,Female,No,2,Graduate,No,65480,12167,187,180,1,Rural,Y,Yes
8376,Other,Yes,0,Not Graduate,No,65629,2135,258,180,1,Rural,Y,Yes
8377,Other,Yes,2,Not Graduate,Yes,70450,30236,110,240,1,Semiurban,Y,Yes
8378,Other,No,2,Graduate,No,5925,21305,160,120,1,Urban,N,Yes
8379,Female,No,2,Not Graduate,No,44961,27203,307,360,1,Semiurban,Y,Yes
8380,Female,No,3,Not Graduate,No,51112,686,184,60,1,Urban,Y,Yes
8381,Female,No,1,Not Graduate,Yes,22613,9166,109,120,1,Urban,N,Yes
8382,Male,Yes,0,Graduate,Yes,64473,41465,238,240,1,Urban,Y,Yes
8383,Female,No,0,Graduate,Yes,66903,48726,385,60,1,Semiurban,Y,Yes
8384,Male,No,2,Graduate,No,22961,16457,674,60,1,Urban,N,Yes
8385,Male,Yes,3,Not Graduate,No,71107,16964,76,300,1,Rural,Y,Yes
8386,Female,Yes,3,Not Graduate,No,19616,27716,50,60,1,Semiurban,N,Yes
8387,Female,Yes,0,Not Graduate,Yes,36984,24798,135,360,1,Urban,N,Yes
8388,Female,No,2,Not Graduate,Yes,6539,12199,129,240,0,Urban,N,Yes
8389,Male,No,0,Graduate,No,36289,17280,621,240,0,Urban,N,Yes
8390,Other,No,2,Not Graduate,No,65076,2433,597,60,0,Rural,Y,Yes
8391,Female,No,2,Graduate,No,14391,36720,513,360,0,Rural,N,Yes
8392,Female,Yes,1,Not Graduate,No,47906,7452,457,120,0,Rural,N,Yes
8393,Female,Yes,2,Graduate,No,11250,18920,450,300,0,Rural,N,Yes
8394,Male,No,1,Graduate,Yes,52135,46854,516,120,1,Rural,Y,Yes
8395,Male,No,0,Not Graduate,Yes,24065,33590,224,180,0,Semiurban,Y,Yes
8396,Other,No,0,Not Graduate,Yes,57785,26787,650,120,0,Semiurban,N,Yes
8397,Female,Yes,3,Not Graduate,Yes,9703,11526,108,180,1,Rural,Y,Yes
8398,Male,No,1,Graduate,No,54754,2139,622,360,0,Urban,Y,Yes
8399,Other,Yes,0,Not Graduate,Yes,72966,28425,455,60,1,Semiurban,Y,Yes
8400,Female,No,1,Graduate,Yes,40621,43343,536,180,1,Rural,Y,Yes
8401,Male,Yes,0,Not Graduate,No,37936,48038,332,240,0,Rural,Y,Yes
8402,Female,Yes,1,Graduate,Yes,33439,41273,505,60,1,Rural,N,Yes
8403,Female,No,1,Not Graduate,No,53460,2649,271,60,1,Urban,Y,Yes
8404,Male,Yes,2,Graduate,Yes,62469,42849,651,60,0,Semiurban,Y,Yes
8405,Male,Yes,0,Graduate,No,70129,39821,576,180,0,Semiurban,N,Yes
8406,Male,No,3,Graduate,No,18941,1489,234,240,1,Rural,N,Yes
8407,Female,Yes,2,Not Graduate,No,27267,34432,90,240,1,Semiurban,Y,Yes
8409,Other,Yes,1,Not Graduate,Yes,58590,43568,299,60,0,Urban,N,Yes
8410,Female,Yes,2,Graduate,No,42876,35300,534,60,0,Semiurban,N,Yes
8411,Male,Yes,1,Not Graduate,Yes,33507,17039,279,300,1,Urban,Y,Yes
8412,Female,Yes,0,Not Graduate,No,29057,3718,657,60,0,Rural,N,Yes
8413,Other,No,0,Graduate,No,65468,20366,53,120,1,Rural,Y,Yes
8414,Other,No,3,Graduate,No,66180,7444,498,120,1,Rural,Y,Yes
8415,Male,No,0,Not Graduate,No,72065,6209,560,240,1,Urban,Y,Yes
8416,Male,Yes,3,Graduate,No,17584,7866,566,300,0,Rural,N,Yes
8417,Other,Yes,1,Not Graduate,No,60778,36783,95,240,0,Semiurban,N,Yes
8418,Other,No,2,Not Graduate,No,25632,22360,380,60,1,Urban,Y,Yes
8420,Male,No,1,Not Graduate,Yes,6343,6611,186,180,0,Rural,N,Yes
8421,Other,No,2,Not Graduate,Yes,21950,29105,697,240,1,Urban,N,Yes
8422,Other,Yes,1,Not Graduate,Yes,24547,8329,238,120,0,Urban,N,Yes
8423,Male,No,3,Not Graduate,Yes,56027,44023,192,240,0,Semiurban,N,Yes
8424,Female,Yes,1,Not Graduate,Yes,67091,33843,634,360,0,Semiurban,N,Yes
8425,Female,No,3,Not Graduate,No,50531,34243,475,360,0,Semiurban,Y,Yes
8426,Other,Yes,3,Graduate,Yes,44227,29853,227,360,0,Semiurban,N,Yes
8427,Female,No,0,Not Graduate,No,50683,39713,399,120,1,Urban,Y,Yes
8428,Female,No,3,Not Graduate,Yes,59171,37725,526,120,1,Rural,Y,Yes
8429,Female,Yes,3,Not Graduate,No,13390,44373,484,360,0,Semiurban,N,Yes
8430,Female,Yes,1,Graduate,Yes,14879,20288,275,60,1,Urban,Y,Yes
8431,Other,No,3,Graduate,Yes,17935,13627,327,120,0,Semiurban,N,Yes
8432,Female,Yes,3,Graduate,Yes,56629,28807,143,60,1,Rural,Y,No
8433,Female,No,1,Graduate,Yes,35574,44106,379,120,0,Rural,Y,Yes
8434,Male,Yes,2,Graduate,Yes,52666,448,499,120,1,Semiurban,Y,Yes
8435,Other,No,0,Graduate,No,31507,68,527,360,1,Semiurban,N,Yes
8436,Male,No,1,Not Graduate,No,51555,23480,625,180,1,Urban,Y,Yes
8437,Male,No,3,Graduate,Yes,19582,4908,199,60,0,Urban,N,Yes
8438,Other,No,1,Graduate,No,21780,28208,559,60,1,Urban,N,Yes
8439,Female,No,2,Graduate,No,21164,7369,396,180,0,Semiurban,N,Yes
8440,Male,No,1,Graduate,No,33646,46070,326,300,0,Semiurban,N,Yes
8441,Other,No,1,Graduate,No,23806,34508,80,240,1,Semiurban,N,Yes
8442,Female,No,1,Not Graduate,Yes,62057,28308,426,180,1,Rural,Y,Yes
8443,Other,Yes,1,Not Graduate,Yes,57895,26595,87,300,1,Rural,Y,Yes
8445,Female,Yes,1,Not Graduate,Yes,14284,14252,405,360,1,Urban,Y,Yes
8446,Female,No,2,Graduate,Yes,16857,17448,316,300,1,Urban,N,Yes
8447,Other,No,1,Not Graduate,Yes,43440,38811,630,360,1,Semiurban,N,Yes
8448,Female,No,1,Not Graduate,Yes,49106,49160,339,360,1,Urban,Y,Yes
8449,Male,Yes,3,Graduate,No,21951,27628,278,300,0,Semiurban,Y,Yes
8450,Male,Yes,3,Graduate,No,24009,36880,69,60,1,Rural,N,Yes
8451,Male,Yes,1,Graduate,No,17835,33018,112,60,0,Urban,N,Yes
8452,Other,Yes,3,Not Graduate,Yes,73888,35164,541,300,0,Rural,N,Yes
8453,Female,Yes,3,Not Graduate,No,45290,32891,219,180,0,Rural,N,Yes
8454,Female,No,1,Graduate,No,21941,12921,62,180,1,Semiurban,N,Yes
8455,Female,Yes,3,Graduate,No,35917,9020,698,240,1,Rural,Y,Yes
8456,Male,No,0,Not Graduate,No,31039,26010,438,180,1,Urban,N,Yes
8457,Female,No,0,Graduate,Yes,29089,48507,655,60,0,Semiurban,N,Yes
8458,Male,No,0,Not Graduate,No,63059,29589,397,300,0,Semiurban,N,Yes
8459,Female,Yes,3,Not Graduate,Yes,60247,40440,406,180,1,Urban,Y,Yes
8460,Male,Yes,0,Graduate,Yes,42833,46174,682,300,1,Rural,Y,Yes
8461,Female,No,2,Not Graduate,No,21254,34845,220,240,0,Semiurban,N,Yes
8462,Other,Yes,0,Not Graduate,Yes,35611,16979,247,300,1,Semiurban,N,Yes
8463,Other,Yes,2,Not Graduate,Yes,49827,35854,218,240,0,Semiurban,Y,Yes
8464,Male,No,3,Not Graduate,No,60272,27278,206,240,0,Urban,N,Yes
8465,Male,No,0,Graduate,No,62257,23348,373,240,1,Urban,Y,Yes
8466,Female,No,2,Not Graduate,No,16830,34512,259,360,1,Semiurban,Y,Yes
8467,Female,No,3,Graduate,No,35403,32790,245,60,0,Semiurban,N,Yes
8468,Other,No,0,Not Graduate,No,69278,4972,319,120,1,Urban,Y,Yes
8469,Female,Yes,1,Graduate,Yes,34262,16015,111,60,1,Rural,Y,Yes
8470,Male,No,0,Not Graduate,No,39949,24538,547,300,1,Semiurban,Y,Yes
8471,Male,Yes,0,Not Graduate,Yes,15425,31830,166,60,1,Urban,Y,Yes
8472,Male,Yes,0,Graduate,Yes,47497,15020,462,180,0,Rural,N,Yes
8473,Male,No,1,Not Graduate,No,60420,262,627,120,0,Rural,Y,Yes
8474,Male,No,2,Graduate,Yes,24640,44460,350,60,0,Urban,Y,Yes
8475,Other,Yes,2,Not Graduate,Yes,59093,15142,376,120,0,Semiurban,N,Yes
8476,Other,No,1,Graduate,No,50150,20617,589,60,0,Urban,N,Yes
8477,Male,Yes,0,Graduate,No,29111,49584,364,360,1,Urban,Y,Yes
8478,Female,No,0,Not Graduate,Yes,40293,41519,571,300,0,Rural,N,Yes
8479,Male,No,0,Not Graduate,Yes,52664,12336,326,300,1,Semiurban,Y,Yes
8480,Other,Yes,2,Not Graduate,Yes,21306,22695,53,180,1,Rural,N,Yes
8481,Male,Yes,2,Not Graduate,Yes,21298,18872,230,360,1,Urban,N,Yes
8482,Other,No,1,Not Graduate,Yes,41197,45649,134,60,0,Urban,N,Yes
8483,Other,No,3,Not Graduate,No,36565,45283,535,60,0,Semiurban,N,Yes
8484,Male,No,1,Not Graduate,No,27652,22455,586,60,1,Urban,Y,Yes
8485,Male,Yes,2,Not Graduate,No,13875,16597,581,60,0,Urban,N,Yes
8486,Female,No,0,Not Graduate,No,51996,9857,248,120,1,Rural,Y,Yes
8487,Other,No,0,Graduate,Yes,36993,48281,145,60,1,Semiurban,Y,Yes
8488,Female,No,0,Graduate,No,8566,40689,145,300,0,Urban,Y,Yes
8489,Male,No,0,Graduate,No,41690,3478,610,360,1,Semiurban,Y,Yes
8490,Other,Yes,3,Not Graduate,Yes,34468,16248,138,240,1,Semiurban,Y,Yes
8491,Female,Yes,1,Graduate,Yes,60655,35565,567,300,0,Rural,N,Yes
8492,Female,Yes,1,Not Graduate,Yes,5646,45522,559,60,0,Rural,N,Yes
8493,Female,No,2,Not Graduate,No,44592,35159,573,120,1,Urban,Y,Yes
8494,Male,No,1,Not Graduate,No,32339,21749,77,240,1,Urban,Y,Yes
8495,Male,No,3,Not Graduate,Yes,39449,42043,324,240,0,Semiurban,N,Yes
8496,Male,Yes,3,Graduate,Yes,56631,38529,604,60,1,Rural,Y,Yes
8497,Other,Yes,3,Graduate,No,42967,13149,514,240,0,Urban,N,Yes
8498,Male,Yes,0,Graduate,Yes,46547,7216,148,60,1,Semiurban,Y,Yes
8499,Other,Yes,2,Not Graduate,Yes,68463,27301,502,120,1,Semiurban,Y,Yes
8500,Female,No,3,Not Graduate,Yes,49851,34718,341,360,0,Rural,Y,Yes
8501,Female,Yes,1,Graduate,No,28062,46332,658,300,0,Urban,N,Yes
8502,Male,Yes,1,Not Graduate,No,62123,847,646,360,0,Urban,Y,Yes
8503,Female,No,1,Graduate,No,11221,21886,652,60,0,Urban,N,Yes
8504,Male,Yes,3,Graduate,Yes,18234,4671,350,120,0,Rural,Y,Yes
8505,Other,No,3,Graduate,Yes,11321,41504,591,180,0,Semiurban,N,Yes
8506,Female,No,1,Not Graduate,No,10945,4153,223,60,0,Urban,N,Yes
8507,Male,No,3,Graduate,Yes,8189,8571,235,300,0,Rural,Y,Yes
8508,Female,No,1,Not Graduate,Yes,5374,46033,79,300,0,Urban,N,Yes
8509,Female,No,0,Graduate,No,72519,30456,300,60,1,Urban,Y,Yes
8510,Male,Yes,3,Not Graduate,Yes,14333,9353,670,180,1,Rural,N,Yes
8511,Female,Yes,0,Not Graduate,Yes,68743,65,489,240,1,Urban,Y,Yes
8512,Female,No,0,Graduate,Yes,43907,14301,262,300,0,Urban,N,Yes
8513,Female,Yes,3,Not Graduate,Yes,12173,17181,393,300,0,Semiurban,N,Yes
8514,Female,No,1,Not Graduate,No,7302,10008,86,60,0,Rural,N,Yes
8515,Other,Yes,2,Not Graduate,Yes,42679,5290,395,300,1,Urban,Y,Yes
8516,Female,Yes,0,Graduate,No,58842,31474,543,120,0,Semiurban,N,Yes
8517,Female,Yes,3,Not Graduate,No,29747,631,146,180,1,Urban,N,Yes
8518,Male,Yes,0,Graduate,No,58681,28351,585,300,0,Urban,N,Yes
8519,Other,Yes,1,Graduate,No,24424,36026,374,60,1,Semiurban,N,Yes
8520,Male,Yes,3,Not Graduate,Yes,11897,39869,393,180,1,Urban,N,Yes
8521,Male,Yes,2,Graduate,Yes,41640,40201,683,240,1,Semiurban,Y,Yes
8522,Male,No,3,Graduate,No,17482,8383,135,300,0,Semiurban,N,Yes
8523,Other,No,0,Graduate,No,30355,35567,210,360,1,Semiurban,Y,Yes
8524,Male,No,3,Graduate,No,59145,22109,66,60,0,Urban,N,Yes
8525,Male,Yes,3,Graduate,No,23583,1149,293,360,0,Rural,N,Yes
8526,Male,Yes,0,Not Graduate,Yes,7857,19387,267,60,0,Rural,N,Yes
8527,Female,No,2,Not Graduate,No,14166,36313,55,360,0,Urban,N,Yes
8528,Male,No,1,Graduate,No,10498,45399,430,360,0,Semiurban,N,Yes
8529,Other,Yes,3,Graduate,Yes,40807,50190,284,60,1,Rural,Y,Yes
8530,Other,No,2,Not Graduate,No,28423,28276,433,120,1,Semiurban,Y,Yes
8531,Female,No,1,Not Graduate,Yes,55095,41392,173,60,1,Rural,N,Yes
8532,Other,No,0,Not Graduate,Yes,47180,999,109,240,1,Urban,Y,Yes
8533,Other,No,2,Graduate,Yes,44128,2534,550,300,0,Rural,N,Yes
8534,Female,Yes,2,Graduate,No,62911,28538,59,240,0,Urban,N,Yes
8535,Male,No,3,Not Graduate,Yes,60450,4425,577,60,1,Semiurban,Y,Yes
8536,Female,No,0,Graduate,Yes,48940,18074,645,360,0,Semiurban,N,Yes
8537,Male,No,3,Not Graduate,No,59584,40242,475,60,0,Urban,Y,Yes
8538,Male,No,0,Not Graduate,No,63049,6328,196,240,0,Rural,N,Yes
8539,Other,Yes,1,Graduate,No,13270,8526,506,240,1,Semiurban,N,Yes
8540,Female,No,3,Not Graduate,No,63962,2553,661,120,1,Urban,Y,Yes
8541,Other,No,0,Not Graduate,Yes,7342,18894,646,60,0,Urban,N,Yes
8542,Other,No,0,Not Graduate,No,46933,38820,600,360,0,Rural,N,Yes
8543,Male,No,2,Not Graduate,Yes,70089,39906,54,180,0,Rural,N,Yes
8544,Other,No,3,Not Graduate,Yes,70538,10242,548,240,1,Urban,Y,Yes
8545,Female,Yes,3,Graduate,No,27488,43676,647,60,1,Rural,N,Yes
8546,Other,No,1,Not Graduate,No,57101,14275,554,240,0,Urban,Y,Yes
